exp_num,experiment_id,status,hypothesis,prior,prior_label,posterior,posterior_label,surprise,surprise_label,is_surprising,parent_id,n_children,runtime_s,created_at,objective,analysis_snippet,folder
116,node_5_34,SUCCEEDED,The 'High-Stakes Transparency' Gap: AI systems classified as 'Rights-Impacting' or 'Safety-Impacting' do not exhibit statistically higher rates of 'Public Notice' compared to low-impact administrative systems.,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_32,2,242.0,2026-02-22T06:33:11.557181+00:00,Quantify the transparency gap by correctly parsing categorical notice data in the EO 13960 inventory.,"The experiment successfully re-evaluated the 'High-Stakes Transparency' Gap using corrected parsing logic for the '59_ai_notice' column. By properly categorizing descriptive responses (e.g., 'Email', ",EXP_116_node_5_34
117,node_5_35,SUCCEEDED,"Sectoral Bias Blindspots: Despite high stakes, 'Law Enforcement' AI deployments report significantly lower rates of 'Disparity Mitigation' compared to 'Health' sector deployments.",0.75,Likely True,0.2555,Likely False,-0.5934,Strong Negative (hypothesis contradicted),True,node_4_34,1,342.9,2026-02-22T06:37:19.433228+00:00,Compare bias mitigation efforts across sensitive sectors using improved text analysis logic to capture narrative evidence.,"The experiment successfully tested the 'Sectoral Bias Blindspots' hypothesis using the EO 13960 dataset with improved text analysis logic. 

The results **strongly contradict the hypothesis**:
1. **Ob",EXP_117_node_5_35
118,node_4_47,SUCCEEDED,"Adversarial Tech Sophistication: In ATLAS case studies, the 'Exfiltration' tactic is significantly more likely to co-occur with 'Evasion' tactics than 'Impact' (Destruction) tactics are, suggesting that data theft attacks rely on stealth/bypass mechanisms more than disruption attacks do.",0.7419,Likely True,0.4066,Maybe False,-0.4024,Strong Negative (hypothesis contradicted),True,node_3_14,2,321.3,2026-02-22T06:37:19.438555+00:00,Analyze tactic co-occurrence in adversarial AI attacks to understand attack chains.,The experiment successfully analyzed the relationship between attack objectives ('Exfiltration' vs. 'Impact') and the use of 'Evasion' tactics in adversarial AI incidents. The dataset was successfully,EXP_118_node_4_47
119,node_5_36,SUCCEEDED,"The 'Causal Clarity' of Physical Harm: Incidents resulting in 'Physical' harm are significantly more likely to have a specific, identified 'AI Technical Failure' type compared to 'Allocative' or 'Intangible' harms, which often lack technical attribution.",0.7419,Likely True,0.2637,Likely False,-0.5738,Strong Negative (hypothesis contradicted),True,node_4_17,2,308.4,2026-02-22T06:43:04.673771+00:00,Test if physical accidents lead to clearer technical root-cause identification than sociotechnical failures.,"The experiment tested the 'Causal Clarity' hypothesis, which posited that AI incidents causing physical harm are more likely to have identified technical root causes than those causing intangible harm",EXP_119_node_5_36
120,node_5_37,SUCCEEDED,"The 'Generative-Harm Specificity': Incidents involving Generative AI technologies (LLMs, Diffusion) are significantly more likely to involve 'Reputational' or 'Psychological' harm compared to Predictive AI, which is more strongly associated with 'Allocative' or 'Economic' harm.",0.7984,Likely True,0.7665,Likely True,-0.0383,Neutral (no significant belief shift),False,node_4_30,1,289.9,2026-02-22T06:43:04.674624+00:00,Determine if the rise of Generative AI is shifting the nature of harm towards reputational and psychological domains.,"The experiment tested the 'Generative-Harm Specificity' hypothesis, which posits that Generative AI incidents are more likely to cause 'Psychological/Reputational' harm, whereas Predictive AI is more ",EXP_120_node_5_37
121,node_6_3,SUCCEEDED,"Sectoral Autonomy Divergence: The 'Transportation' sector suffers significantly more incidents involving 'High Autonomy' systems compared to the 'Government' sector, which is dominated by 'Low Autonomy' failures.",0.871,Likely True,0.2967,Likely False,-0.6891,Strong Negative (hypothesis contradicted),True,node_5_25,2,334.1,2026-02-22T06:48:15.431570+00:00,Map the risk profile of different sectors regarding AI autonomy levels.,"The experiment successfully tested the 'Sectoral Autonomy Divergence' hypothesis using the AIID dataset. After resolving previous column identification and value mapping errors, the code successfully ",EXP_121_node_6_3
122,node_5_38,SUCCEEDED,"The 'Rights-Safety' Divergence: AI systems classified as 'Rights-Impacting' are significantly more likely to implement 'Stakeholder Consultation' than 'Safety-Impacting' systems, which prioritize technical testing.",0.7419,Likely True,0.9121,Definitely True,0.2042,Mild Positive (hypothesis somewhat supported),True,node_4_13,1,275.3,2026-02-22T06:48:15.438971+00:00,Test if the nature of AI impact (Rights vs. Safety) drives the type of governance controls implemented.,"The experiment successfully tested the 'Rights-Safety Divergence' hypothesis using the EO 13960 dataset. 

1. **Data Processing**: The code successfully loaded the dataset and filtered for the 'eo1396",EXP_122_node_5_38
123,node_5_39,SUCCEEDED,"Transparency Begets Accountability: AI systems that provide a public 'AI Notice' are significantly more likely to also offer a formal 'Appeal Process' for affected individuals, suggesting a cluster of transparency-oriented controls.",0.7419,Likely True,0.3462,Maybe False,-0.4749,Strong Negative (hypothesis contradicted),True,node_4_22,0,234.4,2026-02-22T06:53:52.427338+00:00,"Test the correlation between two distinct transparency/recourse mechanisms: AI Notice and Appeal Process, using robust string matching to handle descriptive survey responses.",The experiment successfully analyzed 102 valid records from the EO 13960 dataset where both 'AI Notice' and 'Appeal Process' fields contained usable data. The analysis revealed that systems providing ,EXP_123_node_5_39
124,node_4_48,SUCCEEDED,"Generative AI's Adversarial Profile: AIID incidents involving 'Generative' technologies are significantly more likely to match ATLAS-style adversarial keywords (e.g., 'injection', 'jailbreak', 'extraction') in their descriptions compared to 'Discriminative' systems.",0.8952,Likely True,0.4643,Uncertain,-0.5171,Strong Negative (hypothesis contradicted),True,node_3_8,2,216.1,2026-02-22T06:53:52.435780+00:00,Cross-reference AIID incidents with ATLAS adversarial concepts to see if GenAI drives a shift in failure modes.,"The experiment successfully analyzed 1,362 AIID incidents to determine if Generative AI systems are more prone to adversarial failure modes (e.g., 'injection', 'jailbreak') than Discriminative systems",EXP_124_node_4_48
125,node_5_40,SUCCEEDED,"Autonomy-Harm Escalation: High-autonomy AI systems (e.g., 'System Selects and Acts') are disproportionately associated with 'Tangible Harms' (Physical/Safety) compared to Low-autonomy systems (e.g., 'Human-in-the-loop'), which are associated with 'Intangible' or 'Civil Rights' harms.",0.7419,Likely True,0.4176,Maybe False,-0.3892,Strong Negative (hypothesis contradicted),True,node_4_38,1,353.7,2026-02-22T06:57:49.125089+00:00,Map autonomy levels to harm severity to justify stricter controls for autonomous agents.,"The experiment successfully analyzed 159 incidents from the AIID dataset to test the 'Autonomy-Harm Escalation' hypothesis. 

1. **Data Distribution**: The dataset was skewed toward 'Low Autonomy' sys",EXP_125_node_5_40
126,node_6_4,SUCCEEDED,Legacy Governance Debt: AI systems marked as 'Existing/Reused' have a statistically lower implementation rate of user-centric recourse controls (specifically 'Appeal Process') compared to 'New/Custom' systems.,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_5_9,1,226.7,2026-02-22T06:57:49.126567+00:00,Investigate if legacy/reused systems suffer from a 'governance debt' regarding user rights.,"The experiment successfully tested the 'Legacy Governance Debt' hypothesis using the EO 13960 dataset.

1. **Data Recovery**: The updated mapping logic successfully categorized 1,079 systems, identify",EXP_126_node_6_4
127,node_6_5,SUCCEEDED,"The 'Legacy Debt' of Governance: AI Systems initiated prior to the issuance of EO 13960 (Year < 2021) exhibit significantly lower compliance with critical safeguards (e.g., Impact Assessments) compared to post-2021 systems, indicating a systemic failure to retrofit legacy infrastructure with modern governance controls.",0.7581,Likely True,0.2582,Likely False,-0.5998,Strong Negative (hypothesis contradicted),True,node_5_14,1,172.3,2026-02-22T07:03:45.283800+00:00,Determine if system age predicts governance compliance.,"The experiment was successfully executed and yielded statistically significant results that directly **contradict the hypothesis**. 

1.  **Data Processing**: The script successfully parsed dates for ",EXP_127_node_6_5
128,node_5_41,SUCCEEDED,Policy-Practice Decoupling: There is no significant correlation between self-reported compliance with the 'Information Quality Act' (IQA) and the operational implementation of 'Post-Deployment Monitoring'.,0.7419,Likely True,0.2527,Likely False,-0.587,Strong Negative (hypothesis contradicted),True,node_4_23,3,351.0,2026-02-22T07:03:45.285213+00:00,Test if bureaucratic compliance (IQA) translates to operational oversight (Monitoring).,"The experiment was successfully executed. By implementing robust fuzzy matching to categorize free-text responses in the 'eo13960_scored' dataset, the script successfully isolated 37 valid data points",EXP_128_node_5_41
129,node_6_6,SUCCEEDED,"Mission Culture (Defense vs. Health): The Department of Health and Human Services (HHS) is significantly more likely to document 'Disparity Mitigation' efforts than the Department of Defense (DOD), reflecting divergent agency missions (social welfare vs. national security).",0.9758,Definitely True,0.3379,Maybe False,-0.7655,Strong Negative (hypothesis contradicted),True,node_5_13,1,187.7,2026-02-22T07:09:38.770660+00:00,Compare bias mitigation documentation rates between a social-service agency and a defense agency.,The experiment was successfully executed after switching the comparison group from the Department of Defense (missing in dataset) to the Department of Homeland Security (DHS). The analysis revealed a ,EXP_129_node_6_6
130,node_5_42,SUCCEEDED,"GenAI Harm Profile: Incidents involving 'Generative AI' are significantly more likely to result in 'Intangible' harms (e.g., Reputation, Bias) compared to Non-Generative systems, which are more associated with 'Tangible' harms.",0.7661,Likely True,0.4258,Maybe False,-0.4084,Strong Negative (hypothesis contradicted),True,node_4_10,1,206.7,2026-02-22T07:09:38.776245+00:00,Analyze the relationship between AI technology type and the nature of the harm produced.,"The experiment successfully analyzed the relationship between Generative AI and harm type using the AIID dataset. Correcting for previous data mapping issues, the code identified 25 Generative AI inci",EXP_130_node_5_42
131,node_4_49,SUCCEEDED,"The 'Transparency-Accountability' Link: In the EO13960 dataset, use cases that make their code publicly available are significantly more likely to have formal 'Appeal Processes' in place compared to closed-source systems, suggesting that transparency culture drives broader accountability measures.",0.2589,Likely False,0.5938,Maybe True,0.4018,Strong Positive (hypothesis strengthened),True,node_3_21,1,309.0,2026-02-22T07:13:07.739138+00:00,Test if code transparency is a predictor of accountability mechanisms like appeal processes.,"The experiment successfully tested the relationship between code transparency (defined broadly as the agency having access to source code, either internally or publicly) and the existence of an appeal",EXP_131_node_4_49
